"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"RPL7L1P3",2.10921890106516,1.16800861736866,1.46806414547515,0.795611432217515,0.426257919700138,1
"POR",3007.88977776647,0.0226625274850924,0.125815263323202,0.180125422675272,0.857054104612439,1
"RHBDD2",1818.33548187126,-0.0933129894063374,0.123584068201056,-0.755056786563527,0.450214910270367,1
"CCL26",2.30914549373542,-0.0787265328720676,1.89290404621216,-0.0415903452843292,0.966825269930709,1
"HIP1",760.791329033107,0.0399241677531743,0.220517398752537,0.181047699542188,0.856330135790369,1
"PMS2P3",81.1832202944181,0.435176377559283,0.30198368761227,1.44105922078157,0.149567952882199,1
"SPDYE5",34.1422610829451,-0.165738299941409,0.399016878135864,-0.415366639916861,0.677873524096565,1
"POM121C",1237.43286490189,0.0361619258839201,0.164780549326829,0.219455063304808,0.826295580918322,1
"NSUN5P1",338.692133590316,-0.0595230694679229,0.229890378332008,-0.258919359304197,0.795697460836758,1
"LOC124901676",3.85006190674669,-0.313363491032691,1.03172473411805,-0.303727807107932,0.761335271183039,1
"TRIM73",8.32438454920977,0.212456205917343,0.811838880577746,0.261697500575667,0.793554667651095,1
"LOC541473",8.66927044704513,1.11817470550008,0.745572634075863,1.4997528803965,0.133678427076395,1
"LOC124901677",49.9613921872705,-0.00472374075835804,0.300617692625362,-0.0157134489227981,0.987462997633376,1
"STAG3L1",80.7519218912659,0.212065035774383,0.283547344597507,0.747899918002783,0.454520527035844,1
"PMS2P2",15.688620801073,-0.536196942800877,0.64394375771986,-0.832676668377835,0.405027106519805,1
"PMS2P10",1.28773277878815,-0.0219113889852499,2.11582926108504,-0.0103559343791348,0.991737307535726,1
"PMS2P13",2.57837401469467,-0.191597667409231,1.45527557081425,-0.131657310307235,0.895255352941114,1
"SPDYE14",1.84284889648993,-1.07595404297532,1.31665073544137,-0.817190173531201,0.413819757213655,1
"GTF2IP1",577.479724840847,-0.0202819504610989,0.152665220585573,-0.1328524622917,0.894310063137155,1
"NCF1C",1.32725778900547,0.482330286780268,2.49974639831601,0.192951687861295,0.846996804491066,1
