"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.0866173949735024,21,369,1.65246693665439,"GO:0044389 Ubiquitin-like protein ligase binding ","https://amigo.geneontology.org/amigo/term/GO:0044389"," HIF1A  CUL2  SPOPL  CUL4B  HLTF  PRKACB  PIAS1  PER3  BRCA1  RAD18  HSP90AA1  DNM1L  BLZF1  TUBA1B  LRPPRC  RB1  USP25  RNF20  SMC6  UBE2C  ZNF675"
0.0921588930792555,4,30,3.87149396587599,"GO:0140664 Atp-dependent dna damage sensor activity ","https://amigo.geneontology.org/amigo/term/GO:0140664"," MSH2  MSH3  MSH6  XRCC2"
0.0971906240996305,20,351,1.6544846008017,"GO:0031625 Ubiquitin protein ligase binding ","https://amigo.geneontology.org/amigo/term/GO:0031625"," HIF1A  CUL2  SPOPL  CUL4B  HLTF  PRKACB  PIAS1  PER3  BRCA1  RAD18  HSP90AA1  DNM1L  BLZF1  TUBA1B  LRPPRC  RB1  USP25  RNF20  SMC6  ZNF675"
0.099430521817829,5,46,3.15610921131195,"GO:0140463 Chromatin-protein adaptor activity ","https://amigo.geneontology.org/amigo/term/GO:0140463"," ZZZ3  TP53BP1  NBN  USP15  TOPBP1"
0.101579724420845,4,31,3.74660706375096,"GO:0015106 Bicarbonate transmembrane transporter activity ","https://amigo.geneontology.org/amigo/term/GO:0015106"," SLC4A7  SLC39A8  SLC4A10  SLC39A10"
0.103467522432569,2,7,8.29605849830569,"GO:0004691 Camp-dependent protein kinase activity ","https://amigo.geneontology.org/amigo/term/GO:0004691"," PRKACB  PRKAA1"
0.103467522432569,2,7,8.29605849830569,"GO:0015247 Aminophospholipid flippase activity ","https://amigo.geneontology.org/amigo/term/GO:0015247"," ATP11C  ATP8A1"
0.103467522432569,2,7,8.29605849830569,"GO:0016929 Desumoylase activity ","https://amigo.geneontology.org/amigo/term/GO:0016929"," SENP1  USPL1"
0.103467522432569,2,7,8.29605849830569,"GO:0030235 Nitric-oxide synthase regulator activity ","https://amigo.geneontology.org/amigo/term/GO:0030235"," ATP2B4  HSP90AA1"
0.103467522432569,2,7,8.29605849830569,"GO:0030911 Tpr domain binding ","https://amigo.geneontology.org/amigo/term/GO:0030911"," HSP90AA1  SRP72"
0.103467522432569,2,7,8.29605849830569,"GO:0032407 Mutsalpha complex binding ","https://amigo.geneontology.org/amigo/term/GO:0032407"," MCM8  ATR"
0.103467522432569,2,7,8.29605849830569,"GO:0061649 Ubiquitin-modified histone reader activity ","https://amigo.geneontology.org/amigo/term/GO:0061649"," TP53BP1  USP15"
0.103467522432569,2,7,8.29605849830569,"GO:0140950 Histone h2a deubiquitinase activity ","https://amigo.geneontology.org/amigo/term/GO:0140950"," USP16  MYSM1"
0.104872340967023,3,18,4.83936745734499,"GO:0031690 Adrenergic receptor binding ","https://amigo.geneontology.org/amigo/term/GO:0031690"," NEDD4  RAPGEF2  ARRDC3"
0.108035626061041,4,32,3.62952559300874,"GO:0019789 Sumo transferase activity ","https://amigo.geneontology.org/amigo/term/GO:0019789"," PIAS1  RANBP2  TOPORS  ZNF451"
0.110402866816948,13,203,1.85946138755128,"GO:0016853 Isomerase activity ","https://amigo.geneontology.org/amigo/term/GO:0016853"," PPWD1  NKTR  PUS7L  GLCE  TOP2B  TOP2A  RECQL  KATNAL1  BRIP1  ZGRF1  RANBP2  TMX3  BLM"
0.115934534301817,10,142,2.04480315099084,"GO:0030295 Protein kinase activator activity ","https://amigo.geneontology.org/amigo/term/GO:0030295"," DBF4  CCNT1  NBN  IL6ST  IQGAP1  TOPBP1  DDX3X  PIK3CA  WNK1  TAOK1"
0.117457381702316,5,49,2.96287803510917,"GO:0016538 Cyclin-dependent protein serine/threonine kinase regulator activity ","https://amigo.geneontology.org/amigo/term/GO:0016538"," CCNT1  CCNA2  CCNB2  CCNE2  KAT2B"
0.117457381702316,3,19,4.58466390695841,"GO:0043024 Ribosomal small subunit binding ","https://amigo.geneontology.org/amigo/term/GO:0043024"," USP16  DDX3X  MTIF2"
0.117457381702316,4,33,3.51953996897817,"GO:0070717 Poly-purine tract binding ","https://amigo.geneontology.org/amigo/term/GO:0070717"," ZC3H14  PAN3  PABPC4L  DDX3X"
0.117457381702316,4,33,3.51953996897817,"GO:0097718 Disordered domain specific binding ","https://amigo.geneontology.org/amigo/term/GO:0097718"," HSP90AA1  RRM1  RB1  CLTC"
0.117457381702316,3,19,4.58466390695841,"GO:0140036 Ubiquitin-modified protein reader activity ","https://amigo.geneontology.org/amigo/term/GO:0140036"," TP53BP1  PEX1  USP15"
0.120313873368187,27,527,1.48762339295994,"GO:0140297 Dna-binding transcription factor binding ","https://amigo.geneontology.org/amigo/term/GO:0140297"," NCOA1  NCOA2  NCOR1  NRIP1  ATF2  CNOT1  TRIP12  RBPJ  PIAS1  RFC1  REST  CBX5  TRIM24  RB1  NCAPG2  RAD21  TP53BP1  HIF1A  RBBP8  NBN  TCERG1  KAT2B  STRN  CENPF  CCNT1  PRKDC  MED14"
0.125890853529384,2,8,7.25905118601748,"GO:0000405 Bubble dna binding ","https://amigo.geneontology.org/amigo/term/GO:0000405"," BLM  NEIL3"
0.125890853529384,2,8,7.25905118601748,"GO:0002151 G-quadruplex rna binding ","https://amigo.geneontology.org/amigo/term/GO:0002151"," DHX36  XRN1"
0.125890853529384,2,8,7.25905118601748,"GO:0003916 Dna topoisomerase activity ","https://amigo.geneontology.org/amigo/term/GO:0003916"," TOP2B  TOP2A"
0.125890853529384,2,8,7.25905118601748,"GO:0008821 Crossover junction dna endonuclease activity ","https://amigo.geneontology.org/amigo/term/GO:0008821"," EME1  GEN1"
0.125890853529384,2,8,7.25905118601748,"GO:0070016 Armadillo repeat domain binding ","https://amigo.geneontology.org/amigo/term/GO:0070016"," STRN  CNOT1"
0.125890853529384,4,34,3.41602408753764,"GO:0140612 Dna damage sensor activity ","https://amigo.geneontology.org/amigo/term/GO:0140612"," MSH2  MSH3  MSH6  XRCC2"
0.130065676430143,3,20,4.35543071161049,"GO:0070182 Dna polymerase binding ","https://amigo.geneontology.org/amigo/term/GO:0070182"," FANCI  FANCD2  HSP90AA1"
0.134423544546098,10,147,1.97525202340612,"GO:0016922 Nuclear receptor binding ","https://amigo.geneontology.org/amigo/term/GO:0016922"," NCOA1  NCOA2  NCOR1  NRIP1  CNOT1  TRIP12  TRIM24  HIF1A  STRN  MED14"
0.146023124661744,101,2457,1.19359246200694,"GO:0098772 Molecular function regulator activity ","https://amigo.geneontology.org/amigo/term/GO:0098772"," MET  RASA1  ARHGEF28  IBTK  DBF4  KITLG  FNIP2  PPP1R12A  PSME4  NEDD4  DOCK9  SEMA6A  RAPGEF2  BIRC2  RAB3GAP1  RALGPS2  DOCK7  HSPH1  AKAP9  POT1  CCNT1  SBF2  KIDINS220  ARHGAP32  ARHGAP29  IQGAP1  CCNA2  PIK3R1  ARHGAP18  RANBP2  CCNB2  RAPGEF6  RACGAP1  HSPA4L  DLC1  GAPVD1  RALGAPB  RALGAPA1  CCNE2  SOCS4  ARHGAP11A  PPP4R3B  DNM1L  ATP2B4  ARFGEF1  HSP90AA1  DIS3  NBN  FBXO5  ZNF451  ECT2  CIT  IL6ST  DENND4C  GPC3  C9orf72  NEK7  CIP2A  TOPBP1  TSC1  DENND4A  NF1  SLC5A3  DENND1B  DDX3X  DEPDC1  DEPDC1B  SYT1  KDM5A  RASAL2  DNAJC10  MSH2  C5  ARHGAP21  MSH3  KAT2B  MSH6  CASP8AP2  PLS1  APAF1  PIK3CA  EPHA7  RASA2  ARHGAP12  CST9  CHM  XRCC2  ITSN2  DCP1A  THADA  WNK1  LRP6  ROCK2  MALT1  SUZ12  HIF1A  TAOK1  RFC1  SHOC2  FRS2  IPO7"
0.151635210954042,2,9,6.45248994312665,"GO:0004679 Amp-activated protein kinase activity ","https://amigo.geneontology.org/amigo/term/GO:0004679"," PRKAA1  PRKACB"
0.151635210954042,2,9,6.45248994312665,"GO:0004690 Cyclic nucleotide-dependent protein kinase activity ","https://amigo.geneontology.org/amigo/term/GO:0004690"," PRKACB  PRKAA1"
0.151635210954042,2,9,6.45248994312665,"GO:0005388 P-type calcium transporter activity ","https://amigo.geneontology.org/amigo/term/GO:0005388"," ATP2B4  ATP2B1"
0.151635210954042,2,9,6.45248994312665,"GO:0015924 Mannosyl-oligosaccharide mannosidase activity ","https://amigo.geneontology.org/amigo/term/GO:0015924"," EDEM3  MAN2A1"
0.151635210954042,15,260,1.67516565831173,"GO:0016747 Acyltransferase activity transferring groups other than amino-acyl groups ","https://amigo.geneontology.org/amigo/term/GO:0016747"," KAT2B  GPAM  HAT1  KAT7  TLCD3B  KAT6B  ELOVL6  ESCO2  ZDHHC17  ATF2  BRCA2  NAA15  NCOA1  CLOCK  NAA16"
0.151635210954042,2,9,6.45248994312665,"GO:0061676 Importin-alpha family protein binding ","https://amigo.geneontology.org/amigo/term/GO:0061676"," TPX2  RB1"
0.151635210954042,2,9,6.45248994312665,"GO:0070883 Pre-mirna binding ","https://amigo.geneontology.org/amigo/term/GO:0070883"," DICER1  DHX36"
0.151635210954042,2,9,6.45248994312665,"GO:0097322 7sk snrna binding ","https://amigo.geneontology.org/amigo/term/GO:0097322"," CCNT1  LARP7"
0.152835148378996,13,216,1.7475493595968,"GO:0003714 Transcription corepressor activity ","https://amigo.geneontology.org/amigo/term/GO:0003714"," ZNF451  NCOR1  NRIP1  MIER1  TAF9B  RBBP8  TCERG1  NIPBL  COPS2  ATF7IP  CCAR1  PIAS1  RB1"
0.152835148378996,13,216,1.7475493595968,"GO:0005516 Calmodulin binding ","https://amigo.geneontology.org/amigo/term/GO:0005516"," STRN  IQGAP1  ATP2B4  CDK5RAP2  SLC8A1  ASPM  SYT1  ATP2B1  TJP1  CAMSAP2  ADD3  MYO6  EEA1"
0.154513248373565,9,131,1.99485376104297,"GO:0101005 Deubiquitinase activity ","https://amigo.geneontology.org/amigo/term/GO:0101005"," USP9X  USP28  USP25  USP24  USP1  OTUD4  USP15  USP16  MYSM1"
0.157304687001228,3,22,3.95948246510044,"GO:0005158 Insulin receptor binding ","https://amigo.geneontology.org/amigo/term/GO:0005158"," ENPP1  PIK3R1  PHIP"
0.157304687001228,3,22,3.95948246510044,"GO:0140035 Ubiquitin-like protein reader activity ","https://amigo.geneontology.org/amigo/term/GO:0140035"," TP53BP1  PEX1  USP15"
0.175152916511999,5,56,2.59251828072053,"GO:0060590 Atpase regulator activity ","https://amigo.geneontology.org/amigo/term/GO:0060590"," FNIP2  HSPH1  HSPA4L  TSC1  DNAJC10"
0.175152916511999,3,23,3.78733105357434,"GO:0140312 Cargo adaptor activity ","https://amigo.geneontology.org/amigo/term/GO:0140312"," AP4E1  AP1G1  AP2B1"
0.175164695955692,4,39,2.97807228144307,"GO:0000175 3-prime-5-prime-rna exonuclease activity ","https://amigo.geneontology.org/amigo/term/GO:0000175"," DIS3  ERI2  CNOT1  PAN3"
0.175164695955692,14,244,1.66601174761057,"GO:0000287 Magnesium ion binding ","https://amigo.geneontology.org/amigo/term/GO:0000287"," POLQ  MSH2  MSH6  TOP2A  PRKACB  SNRK  DHX36  GEN1  PRIM1  ATP11B  ATP11C  ATP8A1  FIGNL1  OPA1"
0.175164695955692,2,10,5.80724094881398,"GO:0001882 Nucleoside binding ","https://amigo.geneontology.org/amigo/term/GO:0001882"," POLR3B  POLR2B"
0.175164695955692,2,10,5.80724094881398,"GO:0010997 Anaphase-promoting complex binding ","https://amigo.geneontology.org/amigo/term/GO:0010997"," CLSPN  FBXO5"
0.175164695955692,2,10,5.80724094881398,"GO:0016889 Dna endonuclease activity producing 3-prime-phosphomonoesters ","https://amigo.geneontology.org/amigo/term/GO:0016889"," EME1  GEN1"
0.175164695955692,2,10,5.80724094881398,"GO:0036408 Histone h3k14 acetyltransferase activity ","https://amigo.geneontology.org/amigo/term/GO:0036408"," KAT7  KAT6B"
0.175164695955692,2,10,5.80724094881398,"GO:0140934 Histone deubiquitinase activity ","https://amigo.geneontology.org/amigo/term/GO:0140934"," USP16  MYSM1"
0.187836918513625,3,24,3.62952559300874,"GO:0016018 Cyclosporin a binding ","https://amigo.geneontology.org/amigo/term/GO:0016018"," NKTR  PPWD1  RANBP2"
0.187836918513625,4,40,2.90362047440699,"GO:0042162 Telomeric dna binding ","https://amigo.geneontology.org/amigo/term/GO:0042162"," POT1  SMG1  BLM  TP53BP1"
0.187836918513625,3,24,3.62952559300874,"GO:0070300 Phosphatidic acid binding ","https://amigo.geneontology.org/amigo/term/GO:0070300"," RAPGEF2  RAPGEF6  OPA1"
0.191889541056329,29,608,1.38495055522702,"GO:0050839 Cell adhesion molecule binding ","https://amigo.geneontology.org/amigo/term/GO:0050839"," ANLN  MRE11  PKN2  ZC3H15  SLK  COBLL1  ERC1  EPS15  DOCK9  ITGA6  TJP1  EIF4G2  KTN1  MACF1  USO1  IQGAP1  ARHGAP18  CCNB2  CIP2A  GAPVD1  KIF5B  CKAP5  CD2AP  DDX3X  ITGA2B  NRCAM  ITGAV  CTNNAL1  NECTIN3"
0.197870787466975,2,11,5.27930995346726,"GO:0001163 Rna polymerase i transcription regulatory region sequence-specific dna binding ","https://amigo.geneontology.org/amigo/term/GO:0001163"," TAF1B  RRN3"
0.197870787466975,2,11,5.27930995346726,"GO:0001164 Rna polymerase i core promoter sequence-specific dna binding ","https://amigo.geneontology.org/amigo/term/GO:0001164"," TAF1B  RRN3"
0.197870787466975,2,11,5.27930995346726,"GO:0002162 Dystroglycan binding ","https://amigo.geneontology.org/amigo/term/GO:0002162"," CLASP1  CLASP2"
0.197870787466975,2,11,5.27930995346726,"GO:0008353 Rna polymerase ii ctd heptapeptide repeat kinase activity ","https://amigo.geneontology.org/amigo/term/GO:0008353"," CDK12  CDK1"
0.197870787466975,10,161,1.80349097789254,"GO:0016779 Nucleotidyltransferase activity ","https://amigo.geneontology.org/amigo/term/GO:0016779"," POLR3B  UBA6  POLR2B  POLQ  POLD3  POLI  POLA1  PRIM1  PARP4  POLE2"
0.197870787466975,3,25,3.48434456928839,"GO:0017025 Tbp-class protein binding ","https://amigo.geneontology.org/amigo/term/GO:0017025"," BTAF1  CAND1  TAF1B"
0.197870787466975,2,11,5.27930995346726,"GO:0034511 U3 snorna binding ","https://amigo.geneontology.org/amigo/term/GO:0034511"," BMS1  PRKDC"
0.197870787466975,12,205,1.69968027770165,"GO:0043021 Ribonucleoprotein complex binding ","https://amigo.geneontology.org/amigo/term/GO:0043021"," UHMK1  NEMF  NMD3  SRP72  CBX5  USP16  NAA15  NAA16  CKAP5  DDX3X  TOP2B  MTIF2"
0.197870787466975,3,25,3.48434456928839,"GO:0050699 Ww domain binding ","https://amigo.geneontology.org/amigo/term/GO:0050699"," RAPGEF2  KIF20B  CDC25C"
0.197870787466975,3,25,3.48434456928839,"GO:0050750 Low-density lipoprotein particle receptor binding ","https://amigo.geneontology.org/amigo/term/GO:0050750"," SYT1  HSP90B1  CLTC"
0.197870787466975,2,11,5.27930995346726,"GO:0050815 Phosphoserine residue binding ","https://amigo.geneontology.org/amigo/term/GO:0050815"," LEO1  NEDD4"
0.197870787466975,3,25,3.48434456928839,"GO:0140776 Protein-containing complex destabilizing activity ","https://amigo.geneontology.org/amigo/term/GO:0140776"," FIGNL1  FIGN  KATNAL1"
0.197870787466975,2,11,5.27930995346726,"GO:0140852 Histone ubiquitin ligase activity ","https://amigo.geneontology.org/amigo/term/GO:0140852"," MSL2  RNF20"
