"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
1.4602347107916e-08,7,8,25.4066791510612,"GO:1905821 Positive regulation of chromosome condensation ","https://amigo.geneontology.org/amigo/term/GO:1905821"," NCAPD2  NCAPG  SMC4  NCAPH  SMC2  NCAPG2  NCAPD3"
1.79478256513651e-08,24,153,4.55469878338352,"GO:0010212 Response to ionizing radiation ","https://amigo.geneontology.org/amigo/term/GO:0010212"," USP28  RAD51AP1  ECT2  FIGNL1  CLOCK  INTS7  FANCD2  TOPBP1  ATR  BLM  TP53BP1  RAD54L  MSH2  PRKAA1  BRCA2  TICRR  DCLRE1C  RRM1  XRCC2  RAD54B  PRKDC  BRCA1  BARD1  NIPBL"
1.84280309691629e-08,10,21,13.8267641638428,"GO:0051383 Kinetochore organization ","https://amigo.geneontology.org/amigo/term/GO:0051383"," DLGAP5  NUF2  CENPC  KNTC1  CENPE  NDC80  SMC4  CENPK  SMC2  CENPF"
1.97005684302773e-08,9,16,16.3328651685393,"GO:0034501 Protein localization to kinetochore ","https://amigo.geneontology.org/amigo/term/GO:0034501"," SPDL1  TTK  KNL1  MTBP  ZWILCH  KNTC1  CDK1  CENPQ  AURKB"
1.97005684302773e-08,9,16,16.3328651685393,"GO:1903083 Protein localization to condensed chromosome ","https://amigo.geneontology.org/amigo/term/GO:1903083"," SPDL1  TTK  KNL1  MTBP  ZWILCH  KNTC1  CDK1  CENPQ  AURKB"
2.30327754802698e-08,24,155,4.49592847650115,"GO:0007127 Meiosis i ","https://amigo.geneontology.org/amigo/term/GO:0007127"," TRIP13  TOP2B  RAD54L  MND1  TOP2A  BRIP1  FANCD2  CENPC  EME1  ERCC4  RMI1  RAD54B  RAD51AP1  MRE11  NDC1  NDC80  FBXO5  BRCA2  CCNB2  CCNE2  KNL1  MYBL1  SYCP2  RAD21"
2.70093191880663e-08,8,12,19.3574698293799,"GO:0060623 Regulation of chromosome condensation ","https://amigo.geneontology.org/amigo/term/GO:0060623"," BAZ1B  NCAPD2  NCAPG  SMC4  NCAPH  SMC2  NCAPG2  NCAPD3"
2.70093191880663e-08,113,1833,1.79001153086738,"GO:1902680 Positive regulation of rna biosynthetic process ","https://amigo.geneontology.org/amigo/term/GO:1902680"," MYB  BRCA1  BCLAF1  TP53BP1  REST  NCOA1  EDRF1  KAT2B  WDR75  HEATR1  ICE2  CCNT1  NCOA2  ZNF462  THRB  PAXBP1  MYSM1  REL  LEO1  CDK12  TET2  ZNF507  PRDM10  NR1D2  USF3  NRIP1  MYBL1  ZFX  E2F2  BAZ1B  PPP1R12A  WNK1  TAF2  LRP6  KDM5A  CDC5L  HIF1A  MET  CAPRIN2  TCERG1  SF3B1  CEBPZ  ATF2  NR5A2  DEK  CLOCK  CDK5RAP2  BRCA2  PHIP  TAF5  GABPA  RNF20  KAT6B  ATAD2  NAA15  RBPJ  ATF7IP  LARP7  TRAF6  MED14  RFX7  BLM  DDX3X  ARID4A  PIAS1  RFC1  CCAR1  GPBP1  HLTF  ATRX  RRN3  JAK2  BIRC2  CAND1  KLF12  TRIM24  TOP2A  PRKAA1  AP3B1  RB1  CCNA2  PIK3R1  ARID5B  CENPJ  USP16  BACH1  ZNF148  NIPBL  MGA  MSL2  DHX36  ZNF267  ZNF600  ZNF107  TOPORS  ZNF770  ZNF850  ZNF224  SENP1  CKAP2  TOP2B  ITGA6  E2F8  ICE1  E2F7  NMD3  PRKDC  KAT7  NAA16  MED23  EPC2  NCBP1  SUPT16H"
2.80639948488765e-08,14,50,8.13013732833958,"GO:0090329 Regulation of dna-templated dna replication ","https://amigo.geneontology.org/amigo/term/GO:0090329"," DBF4  TICRR  RFC3  KAT7  DSCC1  SLFN11  ATRX  E2F8  E2F7  CDC7  FBXO5  BLM  MCM6  NBN"
3.01355293945145e-08,26,183,4.12536242265474,"GO:0051168 Nuclear export ","https://amigo.geneontology.org/amigo/term/GO:0051168"," RANBP2  TPR  NUP133  THOC1  XPO1  NUP188  NUP107  MDN1  NUP155  CSE1L  NUP153  THOC2  XPO4  NCBP1  UHMK1  NMD3  RANBP17  NUP160  WNK1  BARD1  MALT1  CTDSPL2  NEMF  TSC1  WASHC4  SMG1"
3.88529866521398e-08,44,461,2.77135142893509,"GO:0009314 Response to radiation ","https://amigo.geneontology.org/amigo/term/GO:0009314"," PER3  POLD3  USP28  RAD51AP1  ECT2  FIGNL1  CLOCK  DTL  INTS7  FANCD2  PTPRK  CUL4B  USP1  TOPBP1  CDC25A  ATR  ERCC4  AURKB  BLM  PIAS1  TP53BP1  RAD54L  MSH2  HIF1A  MSH6  SYNE1  PRKAA1  BRCA2  TICRR  SLC4A10  PIK3R1  DCLRE1C  RRM1  PBK  XRCC2  NF1  RAD54B  PRKDC  SMC1A  BRCA1  NEDD4  BARD1  NIPBL  DHX36"
4.53956796720951e-08,20,112,5.18503656144106,"GO:0044774 Mitotic dna integrity checkpoint signaling ","https://amigo.geneontology.org/amigo/term/GO:0044774"," BRCA1  MRE11  ORC1  CLSPN  CDC6  NBN  TICRR  DTL  FANCD2  EME1  TOPBP1  CDK1  E2F7  BLM  MSH2  ATF2  CHEK1  TAOK1  PRKDC  GTSE1"
